TCGA-UUID
0010f029-12f2-4b89-a178-35ce436f3827
00134c55-9ff7-4f53-ba82-774144450b15
0019de75-6d63-4adb-ab46-654e6646e44b
0029c169-937b-440c-8bf0-80d201400933
0034ac87-469c-4a7d-b9ca-c19a480181d9
003cc689-20d2-4f24-8ac8-5b55645bd969
003e3918-457e-44d2-8f1a-0d392d094e74
00468c05-0171-40ae-8a7d-dba3abdeb8fb
005193f8-0222-4f63-b27d-16aa5c88c033
005420a4-733e-4ae6-89f8-7107b2ec9c9a
006376cc-acf8-4ea9-bd47-9cb9ccf072f5
0065a85d-84ea-4f2f-b9c1-3ab707401650
006b78ad-63d5-4b82-9d9f-d1dd06c151d7
006d2e72-4942-4731-9e0d-4af11b2b3990
0079cec6-4453-4455-9f87-c260bb2bfa31
007b0029-df5f-4fe0-ab25-3141007e613c
0085be46-f1ba-41d5-ac1b-0bc6137afcb9
0089b5b5-8222-4bde-9f00-7472abb19377
008c2aed-8ef3-4d76-a2d5-3ff56540d81c
0097b3f6-86e0-43e1-9319-077d8a9c5f5c
009db19b-606e-4e69-a432-4e9139aae5a7
009f6118-0cc5-4179-8313-8f444a1180ca
00aaab57-54b4-4074-a4a4-0176e3bd0255
00bf35c6-61d0-4d78-b7d4-8a55b07a13c6
00c375e1-fedb-47d5-ac9d-c400573fc5dc
00c418aa-33a4-41e2-827b-0a1578e946f7
00d17415-64fb-4a64-8388-3ce9b337bb67
00d5d21d-2f7f-4b76-96b8-4495b2c2b46a
00d63043-6c86-41b9-8003-109dbb1739bd
00d63be9-ef84-469f-9e69-ae1ae7a3b31c
00decc86-2952-4efd-b915-912c9a834a2f
00e91686-190d-4d5e-b84b-34e647ac96ab
00ed1af0-5087-427d-8567-bfeff511bc0c
00f46508-97c3-452a-b474-6430f888b9bc
00f565d2-0462-4719-88db-0bc730d91e6c
00fa26dc-a917-4347-af71-2308dab4734b
0100fd99-12d6-4560-9285-bc16c9867e19
0103c737-1cbf-49ac-809c-45d84753ec6c
01108d5b-7c15-438b-8f89-85b95aa717b4
0117e9a2-8b11-498d-9336-7069637916ff
0121ac36-0ee7-4e6c-ab60-664fd88cf25b
01262d26-402f-4755-8758-9c47e866b378
0155625d-eeb2-4149-8f9b-835ff9b4a98c
016207ca-5539-4012-8f61-103703779f35
01692f2c-a523-4caf-88da-b21247f8f8b7
017abf44-2bbf-45a4-9435-c174d3d0119b
0196332f-78b9-4470-9c2b-4cb5411a821f
019a84b2-c6bc-4124-b97e-d9447547f290
019afb5f-5699-4d9d-88b4-d58734288b7c
019d42a8-91ab-48a1-bd60-3d359e791936
01a56188-2502-4c6a-bd07-f2b1b89603e2
01bf580d-13c0-4d69-a867-b3d9f25b4d41
01c31fc2-5e09-47b6-ac18-a9e558c78c90
01c762d2-146f-42f7-ad65-865cecbcbbda
01c80682-6173-4b63-a718-99440809789a
01dbee5b-ddd8-4ee1-a4cd-794bfd3158f7
01f06831-0ac1-4afe-8478-d43bf3c64d74
01fb545e-0440-4846-87b0-15b0eb59dd17
01fe4a41-7993-46ca-8b03-5b6c2f444aab
020e40fd-5745-49b5-9f4f-cc933ba2013c
021122f5-da33-41a3-b978-21d538d28bf8
0214ccc6-7050-4b25-8283-3722cb6733ba
021e7716-6049-4218-8f61-04f6017ca2f3
0220bb42-03a7-438e-9b9d-9e7ddbcaa9be
02497d10-97b8-4a32-9ce1-356b41f3f7ad
024d43cb-2185-472a-bf79-8eb2038a8d95
02519536-dd5d-432f-a885-a1855a0fcc19
0259fc70-e136-4951-9c07-123042d48e8f
025be960-759b-4c9d-b839-983e9cd817e2
025e2154-c378-4e41-bc20-ce3855a052a9
0272b3b3-8a18-450c-87fb-a9cfff79e744
0274ba3c-873d-4954-94a6-f8df674195a0
028beb86-25b7-4f8f-9550-465e9840970b
029145e7-bbb4-409e-8e6f-c19c21611ac2
02965616-0b5a-4ffe-87bb-0880ac0dc311
029fd1f4-33df-4924-8edb-613c0c523518
02a10831-1ade-4757-8e6b-2bc5139de0e5
02b29ce5-0fd9-43a6-a8fe-bb83ad28be68
02c67992-5d98-496c-bd23-d169468cb4c9
02cad58a-8bf3-4b78-9f2c-aa0d39e63caf
02d26fe4-8a8b-4719-bd6c-55597f297dda
02d2fae8-955e-4e98-b978-b32e16c74267
02ead072-6374-47c0-8c99-9045a3912a75
02f04fa9-d9dc-49f7-94f7-fec7d144f61e
02f8bdf4-7191-4a02-94b7-f77b483f5e6f
03015f8a-b670-4923-90c6-da7527328262
03028d3b-60cc-48c2-b179-8869b15320af
030bd034-a8ed-4961-80df-f762de97196d
03107e41-b9fe-4d89-863e-3286c0877af3
0320958e-70bf-423a-9f08-bf5b2b563510
0346ceb8-f9ce-492f-af6b-dcc8de5f92fd
035750a6-a3a5-4b05-a8c8-82c89f597fbc
03654acd-056d-46f6-91c3-10ba8a7a7d3a
03776bb4-55ae-4c60-a5e1-14c2614ce55f
